User ID,Subscription Type,Join Date,Last Payment Date,Country,Age,Device,NumericalDate,Label
1880,Basic,18-09-22,10-07-23,Italy,29,Smart TV,191,highly_interested
1881,Premium,23-09-22,07-07-23,Spain,28,Tablet,188,highly_interested
1882,Standard,27-09-22,08-07-23,Spain,46,Smartphone,189,highly_interested
1883,Basic,04-10-22,08-07-23,United States,50,Tablet,189,highly_interested
1884,Standard,09-10-22,11-07-23,Canada,33,Tablet,192,highly_interested
1885,Premium,10-10-22,07-07-23,United States,32,Tablet,188,highly_interested
1886,Basic,11-10-22,08-07-23,United States,38,Smart TV,189,highly_interested
1887,Premium,13-10-22,09-07-23,Canada,49,Smart TV,190,highly_interested
1888,Standard,15-10-22,10-07-23,United Kingdom,50,Laptop,191,highly_interested
1889,Basic,20-10-22,07-07-23,Australia,37,Laptop,188,highly_interested
1890,Standard,21-10-22,08-07-23,Germany,33,Laptop,189,highly_interested
1891,Premium,23-10-22,09-07-23,France,33,Tablet,190,highly_interested
1892,Basic,25-10-22,09-07-23,Brazil,46,Smartphone,190,highly_interested
1893,Standard,27-10-22,07-07-23,Mexico,28,Smartphone,188,highly_interested
1894,Premium,30-10-22,08-07-23,Spain,33,Tablet,189,highly_interested
1895,Basic,01-11-22,09-07-23,Italy,45,Laptop,190,highly_interested
1896,Premium,02-11-22,09-07-23,Spain,43,Laptop,190,highly_interested
1897,Basic,04-11-22,06-07-23,Spain,49,Smartphone,187,highly_interested
1898,Standard,06-11-22,07-07-23,United States,41,Tablet,188,highly_interested
1899,Standard,07-11-22,09-07-23,Canada,39,Smartphone,190,highly_interested
1900,Basic,06-11-22,08-07-23,United States,45,Smartphone,189,highly_interested
1901,Premium,07-11-22,06-07-23,United States,38,Tablet,187,highly_interested
1902,Basic,07-11-22,10-07-23,Canada,30,Smart TV,191,highly_interested
1903,Standard,03-11-22,08-07-23,United Kingdom,27,Smart TV,189,highly_interested
1904,Premium,03-11-22,08-07-23,Australia,36,Smartphone,189,highly_interested
1905,Basic,31-10-22,06-07-23,Germany,36,Tablet,187,highly_interested
1906,Premium,28-10-22,09-07-23,France,28,Tablet,190,highly_interested
1907,Basic,28-09-22,09-07-23,Brazil,45,Smartphone,190,highly_interested
1908,Standard,19-09-22,09-07-23,Mexico,41,Smartphone,190,highly_interested
1909,Standard,16-09-22,08-07-23,Spain,29,Smart TV,189,highly_interested
1910,Basic,17-09-22,08-07-23,Italy,35,Smartphone,189,highly_interested
1911,Premium,17-09-22,08-07-23,Spain,36,Smart TV,189,highly_interested
1912,Basic,15-09-22,09-07-23,Spain,41,Laptop,190,highly_interested
1913,Standard,14-09-22,08-07-23,United States,46,Tablet,189,highly_interested
1914,Premium,14-09-22,08-07-23,Canada,46,Tablet,189,highly_interested
1915,Basic,13-09-22,08-07-23,United States,42,Smartphone,189,highly_interested
1916,Premium,13-08-22,08-07-23,United States,40,Tablet,189,highly_interested
1917,Basic,12-08-22,08-07-23,Canada,32,Tablet,189,highly_interested
1918,Standard,07-08-22,10-07-23,United Kingdom,34,Smartphone,191,highly_interested
1919,Standard,07-08-22,09-07-23,Australia,27,Smart TV,190,highly_interested
1920,Basic,04-08-22,08-07-23,Germany,38,Laptop,189,highly_interested
1921,Premium,24-07-22,08-07-23,France,34,Laptop,189,highly_interested
1922,Basic,18-07-22,10-07-23,Brazil,28,Tablet,191,highly_interested
1923,Standard,17-07-22,08-07-23,Mexico,48,Smartphone,189,highly_interested
1924,Premium,17-07-22,09-07-23,Spain,42,Laptop,190,highly_interested
1925,Basic,14-07-22,08-07-23,Italy,37,Smart TV,189,highly_interested
1926,Premium,06-07-22,10-07-23,Spain,28,Tablet,191,highly_interested
1927,Basic,07-07-22,08-07-23,Spain,43,Smart TV,189,highly_interested
1928,Standard,07-07-22,11-07-23,United States,44,Smart TV,192,highly_interested
1929,Standard,08-07-22,07-07-23,Canada,33,Smartphone,188,highly_interested
1930,Basic,07-07-22,09-07-23,United States,36,Smart TV,190,highly_interested
1931,Premium,08-07-22,07-07-23,United States,27,Tablet,188,highly_interested
1932,Basic,09-07-22,11-07-23,Canada,41,Tablet,192,highly_interested
1933,Standard,09-07-22,07-07-23,United Kingdom,32,Smart TV,188,highly_interested
1934,Premium,09-07-22,08-07-23,Australia,36,Laptop,189,highly_interested
1935,Basic,12-07-22,07-07-23,Germany,36,Tablet,188,highly_interested
1936,Premium,15-07-22,10-07-23,France,36,Laptop,191,highly_interested
1937,Basic,16-07-22,07-07-23,Brazil,32,Smart TV,188,highly_interested
1938,Standard,18-07-22,08-07-23,Mexico,45,Smartphone,189,highly_interested
1939,Standard,13-08-22,09-07-23,Spain,43,Tablet,190,highly_interested
1940,Basic,14-08-22,10-07-23,Italy,35,Tablet,191,highly_interested
1941,Premium,16-08-22,07-07-23,Spain,29,Smart TV,188,highly_interested
1942,Basic,17-08-22,08-07-23,Spain,33,Smart TV,189,highly_interested
1943,Standard,25-08-22,08-07-23,United States,49,Smart TV,189,highly_interested
1944,Premium,28-08-22,09-07-23,Canada,27,Tablet,190,highly_interested
1945,Basic,29-08-22,07-07-23,United States,39,Smart TV,188,highly_interested
1946,Basic,11-09-22,10-07-23,United States,34,Smart TV,191,highly_interested
1947,Basic,12-09-22,08-07-23,Canada,39,Smartphone,189,highly_interested
1948,Standard,16-09-22,09-07-23,United Kingdom,39,Laptop,190,highly_interested
1949,Premium,17-09-22,09-07-23,Australia,39,Smart TV,190,highly_interested
1950,Basic,21-09-22,10-07-23,Germany,40,Laptop,191,highly_interested
1951,Basic,23-09-22,08-07-23,France,40,Tablet,189,highly_interested
1952,Premium,27-09-22,08-07-23,Brazil,31,Smartphone,189,highly_interested
1953,Standard,09-10-22,09-07-23,Mexico,47,Smartphone,190,highly_interested
1954,Standard,10-10-22,11-07-23,Spain,43,Laptop,192,highly_interested
1955,Basic,11-10-22,08-07-23,Italy,34,Smartphone,189,highly_interested
1956,Premium,12-10-22,08-07-23,Spain,30,Tablet,189,highly_interested
1957,Standard,13-10-22,09-07-23,Spain,33,Smartphone,190,highly_interested
1958,Basic,19-10-22,10-07-23,United States,29,Tablet,191,highly_interested
1959,Standard,21-10-22,07-07-23,Canada,35,Smartphone,188,highly_interested
1960,Premium,23-10-22,08-07-23,United States,41,Laptop,189,highly_interested
1961,Basic,24-10-22,10-07-23,United States,34,Smartphone,191,highly_interested
1962,Premium,26-10-22,09-07-23,Canada,28,Tablet,190,highly_interested
1963,Standard,27-10-22,07-07-23,United Kingdom,31,Smart TV,188,highly_interested
1964,Basic,01-11-22,08-07-23,Australia,29,Smart TV,189,highly_interested
1965,Standard,02-11-22,09-07-23,Germany,44,Tablet,190,highly_interested
1966,Premium,04-11-22,09-07-23,France,44,Tablet,190,highly_interested
1967,Basic,05-11-22,06-07-23,Brazil,29,Laptop,187,highly_interested
1968,Standard,06-11-22,09-07-23,Mexico,32,Tablet,190,highly_interested
1969,Premium,07-11-22,09-07-23,Spain,31,Smartphone,190,highly_interested
1970,Basic,08-11-22,08-07-23,Italy,27,Laptop,189,highly_interested
1971,Premium,08-11-22,06-07-23,Spain,43,Laptop,187,highly_interested
1972,Basic,09-11-22,10-07-23,Spain,48,Tablet,191,highly_interested
1973,Standard,09-11-22,09-07-23,United States,37,Tablet,190,highly_interested
1974,Standard,05-11-22,08-07-23,Canada,42,Smartphone,189,highly_interested
1975,Basic,04-11-22,07-07-23,United States,40,Tablet,188,highly_interested
1976,Premium,19-10-22,09-07-23,United States,37,Tablet,190,highly_interested
1977,Basic,12-10-22,09-07-23,Canada,31,Smartphone,190,highly_interested
1978,Standard,03-10-22,09-07-23,United Kingdom,30,Smart TV,190,highly_interested
1979,Premium,28-09-22,08-07-23,Australia,51,Smartphone,189,highly_interested
1980,Basic,17-09-22,09-07-23,Germany,42,Laptop,190,highly_interested
1981,Premium,16-09-22,08-07-23,France,37,Smartphone,189,highly_interested
1982,Basic,15-09-22,09-07-23,Brazil,44,Smartphone,190,highly_interested
1983,Standard,14-09-22,08-07-23,Mexico,37,Tablet,189,highly_interested
1984,Standard,15-09-22,09-07-23,Spain,44,Smartphone,190,highly_interested
1985,Basic,06-09-22,09-07-23,Italy,40,Tablet,190,highly_interested
1986,Premium,28-08-22,09-07-23,Spain,27,Smart TV,190,highly_interested
1987,Basic,07-08-22,08-07-23,Spain,31,Smart TV,189,highly_interested
1988,Standard,07-08-22,10-07-23,United States,39,Smartphone,191,highly_interested
1989,Premium,06-08-22,09-07-23,Canada,47,Tablet,190,highly_interested
1990,Basic,30-07-22,09-07-23,United States,30,Smart TV,190,highly_interested
1991,Premium,30-07-22,08-07-23,United States,35,Laptop,189,highly_interested
1992,Basic,30-07-22,10-07-23,Canada,39,Smartphone,191,highly_interested
1993,Standard,19-07-22,08-07-23,United Kingdom,29,Tablet,189,highly_interested
1994,Standard,17-07-22,10-07-23,Australia,28,Laptop,191,highly_interested
1995,Basic,12-07-22,08-07-23,Germany,39,Tablet,189,highly_interested
1996,Premium,11-07-22,10-07-23,France,34,Smart TV,191,highly_interested
1997,Basic,10-07-22,08-07-23,Brazil,47,Smart TV,189,highly_interested
1998,Standard,10-07-22,11-07-23,Mexico,47,Smart TV,192,highly_interested
1999,Premium,08-07-22,08-07-23,Spain,46,Smart TV,189,highly_interested
2000,Basic,09-07-22,09-07-23,Italy,31,Smart TV,190,highly_interested
2001,Premium,09-07-22,08-07-23,Spain,41,Smart TV,189,highly_interested
2002,Basic,09-07-22,11-07-23,Spain,30,Smartphone,192,highly_interested
2003,Standard,10-07-22,08-07-23,United States,41,Tablet,189,highly_interested
2004,Standard,12-07-22,08-07-23,Canada,48,Laptop,189,highly_interested
2005,Basic,13-07-22,09-07-23,United States,35,Laptop,190,highly_interested
2006,Premium,16-07-22,10-07-23,United States,41,Laptop,191,highly_interested
2007,Basic,17-07-22,07-07-23,Canada,39,Smart TV,188,highly_interested
2008,Standard,26-07-22,09-07-23,United Kingdom,45,Laptop,190,highly_interested
2009,Premium,31-07-22,09-07-23,Australia,41,Laptop,190,highly_interested
2010,Basic,03-08-22,10-07-23,Germany,28,Laptop,191,highly_interested
2011,Premium,15-08-22,07-07-23,France,28,Tablet,188,highly_interested
2012,Basic,18-08-22,10-07-23,Brazil,48,Smart TV,191,highly_interested
2013,Standard,27-08-22,08-07-23,Mexico,40,Smart TV,189,highly_interested
2014,Standard,29-08-22,10-07-23,Spain,39,Smart TV,191,highly_interested
2015,Basic,05-09-22,07-07-23,Italy,27,Smartphone,188,highly_interested
2016,Premium,06-09-22,11-07-23,Spain,32,Smart TV,192,highly_interested
2017,Basic,14-09-22,08-07-23,Spain,38,Laptop,189,highly_interested
2018,Standard,16-09-22,09-07-23,United States,41,Laptop,190,highly_interested
2019,Premium,18-09-22,10-07-23,Canada,32,Laptop,191,highly_interested
2020,Basic,23-09-22,11-07-23,United States,37,Tablet,192,highly_interested
2021,Basic,25-09-22,08-07-23,United States,50,Laptop,189,highly_interested
2022,Basic,06-10-22,09-07-23,Canada,48,Laptop,190,highly_interested
2023,Standard,09-10-22,10-07-23,United Kingdom,37,Tablet,191,highly_interested
2024,Premium,11-10-22,11-07-23,Australia,46,Laptop,192,highly_interested
2025,Basic,12-10-22,08-07-23,Germany,46,Laptop,189,highly_interested
2026,Basic,13-10-22,09-07-23,France,39,Smart TV,190,highly_interested
2027,Premium,17-10-22,10-07-23,Brazil,42,Smart TV,191,highly_interested
2028,Standard,19-10-22,10-07-23,Mexico,41,Smartphone,191,highly_interested
2029,Standard,21-10-22,07-07-23,Spain,28,Smart TV,188,highly_interested
2030,Basic,23-10-22,09-07-23,Italy,43,Tablet,190,highly_interested
2031,Premium,25-10-22,10-07-23,Spain,45,Smart TV,191,highly_interested
2032,Standard,27-10-22,09-07-23,Spain,45,Smart TV,190,highly_interested
2033,Basic,31-10-22,07-07-23,United States,48,Smartphone,188,highly_interested
2034,Standard,02-11-22,09-07-23,Canada,30,Laptop,190,highly_interested
2035,Premium,04-11-22,10-07-23,United States,51,Smart TV,191,highly_interested
2036,Basic,05-11-22,09-07-23,United States,48,Smartphone,190,highly_interested
2037,Premium,06-11-22,07-07-23,Canada,41,Smart TV,188,highly_interested
2038,Standard,07-11-22,10-07-23,United Kingdom,37,Smartphone,191,highly_interested
2039,Basic,08-11-22,09-07-23,Australia,43,Laptop,190,highly_interested
2040,Standard,08-11-22,08-07-23,Germany,51,Laptop,189,highly_interested
2041,Premium,09-11-22,07-07-23,France,34,Smartphone,188,highly_interested
2042,Basic,09-11-22,10-07-23,Brazil,35,Smartphone,191,highly_interested
2043,Standard,05-11-22,09-07-23,Mexico,45,Smart TV,190,highly_interested
2044,Premium,05-11-22,10-07-23,Spain,31,Smart TV,191,highly_interested
2045,Basic,02-11-22,08-07-23,Italy,50,Laptop,189,highly_interested
2046,Premium,30-10-22,09-07-23,Spain,41,Smartphone,190,highly_interested
2047,Basic,30-10-22,09-07-23,Spain,42,Laptop,190,highly_interested
2048,Standard,24-10-22,09-07-23,United States,41,Tablet,190,highly_interested
2049,Standard,08-10-22,08-07-23,Canada,34,Tablet,189,highly_interested
2050,Basic,04-10-22,09-07-23,United States,35,Smartphone,190,highly_interested
2051,Premium,28-09-22,09-07-23,United States,48,Smartphone,190,highly_interested
2052,Basic,22-09-22,09-07-23,Canada,39,Smart TV,190,highly_interested
2053,Standard,19-09-22,09-07-23,United Kingdom,37,Laptop,190,highly_interested
2054,Premium,13-09-22,09-07-23,Australia,31,Tablet,190,highly_interested
2055,Basic,05-09-22,09-07-23,Germany,29,Laptop,190,highly_interested
2056,Premium,20-08-22,09-07-23,France,36,Tablet,190,highly_interested
2057,Basic,10-08-22,08-07-23,Brazil,32,Smartphone,189,highly_interested
2058,Standard,10-08-22,11-07-23,Mexico,31,Smartphone,192,highly_interested
2059,Standard,06-08-22,09-07-23,Spain,31,Laptop,190,highly_interested
2060,Basic,03-08-22,10-07-23,Italy,29,Smart TV,191,highly_interested
2061,Premium,01-08-22,09-07-23,Spain,48,Smart TV,190,highly_interested
2062,Basic,28-07-22,10-07-23,Spain,46,Tablet,191,highly_interested
2063,Standard,22-07-22,09-07-23,United States,35,Smartphone,190,highly_interested
2064,Premium,22-07-22,11-07-23,Canada,37,Tablet,192,highly_interested
2065,Basic,20-07-22,09-07-23,United States,45,Tablet,190,highly_interested
2066,Premium,12-07-22,10-07-23,United States,48,Laptop,191,highly_interested
2067,Basic,12-07-22,09-07-23,Canada,44,Laptop,190,highly_interested
2068,Standard,10-07-22,11-07-23,United Kingdom,47,Laptop,192,highly_interested
2069,Standard,11-07-22,08-07-23,Australia,35,Smart TV,189,highly_interested
2070,Basic,11-07-22,09-07-23,Germany,35,Smartphone,190,highly_interested
2071,Premium,09-07-22,08-07-23,France,35,Smartphone,189,highly_interested
2072,Basic,10-07-22,11-07-23,Brazil,49,Laptop,192,highly_interested
2073,Standard,12-07-22,08-07-23,Mexico,50,Tablet,189,highly_interested
2074,Premium,13-07-22,09-07-23,Spain,44,Smartphone,190,highly_interested
2075,Basic,15-07-22,09-07-23,Italy,47,Tablet,190,highly_interested
2076,Premium,16-07-22,11-07-23,Spain,46,Laptop,192,highly_interested
2077,Basic,19-07-22,08-07-23,Spain,39,Laptop,189,highly_interested
2078,Standard,23-07-22,10-07-23,United States,34,Laptop,191,highly_interested
2079,Standard,28-07-22,09-07-23,Canada,31,Smart TV,190,highly_interested
2080,Basic,14-08-22,11-07-23,United States,46,Laptop,192,highly_interested
2081,Premium,18-08-22,08-07-23,United States,30,Smart TV,189,highly_interested
2082,Basic,23-08-22,12-07-23,Canada,29,Tablet,193,highly_interested
2083,Standard,27-08-22,09-07-23,United Kingdom,42,Tablet,190,highly_interested
2084,Premium,01-09-22,10-07-23,Australia,27,Smartphone,191,highly_interested
2085,Basic,02-09-22,09-07-23,Germany,33,Laptop,190,highly_interested
2086,Premium,04-09-22,12-07-23,France,45,Smart TV,193,highly_interested
2087,Basic,11-09-22,09-07-23,Brazil,50,Tablet,190,highly_interested
2088,Standard,16-09-22,09-07-23,Mexico,42,Tablet,190,highly_interested
2089,Standard,19-09-22,11-07-23,Spain,29,Tablet,192,highly_interested
2090,Basic,20-09-22,12-07-23,Italy,31,Tablet,193,highly_interested
2091,Premium,05-10-22,09-07-23,Spain,42,Smartphone,190,highly_interested
2092,Basic,07-10-22,09-07-23,Spain,44,Laptop,190,highly_interested
2093,Standard,10-10-22,11-07-23,United States,34,Smart TV,192,highly_interested
2094,Premium,12-10-22,11-07-23,Canada,40,Smart TV,192,highly_interested
2095,Basic,13-10-22,08-07-23,United States,38,Smart TV,189,highly_interested
2096,Basic,15-10-22,09-07-23,United States,42,Tablet,190,highly_interested
2097,Basic,17-10-22,11-07-23,Canada,47,Tablet,192,highly_interested
2098,Standard,18-10-22,10-07-23,United Kingdom,29,Tablet,191,highly_interested
2099,Premium,20-10-22,08-07-23,Australia,29,Laptop,189,highly_interested
2100,Basic,22-10-22,10-07-23,Germany,44,Smart TV,191,highly_interested
2101,Basic,25-10-22,11-07-23,France,31,Tablet,192,highly_interested
2102,Premium,27-10-22,09-07-23,Brazil,48,Smartphone,190,highly_interested
2103,Standard,01-11-22,07-07-23,Mexico,32,Laptop,188,highly_interested
2104,Standard,02-11-22,11-07-23,Spain,28,Tablet,192,highly_interested
2105,Basic,04-11-22,10-07-23,Italy,36,Smartphone,191,highly_interested
2106,Premium,06-11-22,09-07-23,Spain,28,Smartphone,190,highly_interested
2107,Standard,07-11-22,07-07-23,Spain,32,Smart TV,188,highly_interested
2108,Basic,08-11-22,10-07-23,United States,50,Smartphone,191,highly_interested
2109,Standard,09-11-22,10-07-23,Canada,44,Tablet,191,highly_interested
2110,Premium,10-11-22,10-07-23,United States,44,Smartphone,191,highly_interested
2111,Basic,09-11-22,09-07-23,United States,47,Laptop,190,highly_interested
2112,Premium,09-11-22,10-07-23,Canada,39,Smart TV,191,highly_interested
2113,Standard,07-11-22,10-07-23,United Kingdom,44,Tablet,191,highly_interested
2114,Basic,03-11-22,10-07-23,Australia,46,Tablet,191,highly_interested
2115,Standard,04-11-22,08-07-23,Germany,31,Laptop,189,highly_interested
2116,Premium,01-11-22,10-07-23,France,33,Tablet,191,highly_interested
2117,Basic,27-10-22,09-07-23,Brazil,27,Laptop,190,highly_interested
2118,Standard,23-10-22,10-07-23,Mexico,34,Smart TV,191,highly_interested
2119,Premium,14-10-22,09-07-23,Spain,48,Laptop,190,highly_interested
2120,Basic,28-09-22,10-07-23,Italy,39,Smart TV,191,highly_interested
2121,Premium,25-09-22,09-07-23,Spain,39,Laptop,190,highly_interested
2122,Basic,23-09-22,10-07-23,Spain,48,Smart TV,191,highly_interested
2123,Standard,23-09-22,09-07-23,United States,37,Tablet,190,highly_interested
2124,Standard,14-09-22,11-07-23,Canada,40,Laptop,192,highly_interested
2125,Basic,05-09-22,09-07-23,United States,41,Smartphone,190,highly_interested
2126,Premium,13-08-22,09-07-23,United States,35,Smartphone,190,highly_interested
2127,Basic,12-08-22,09-07-23,Canada,46,Smartphone,190,highly_interested
2128,Standard,10-08-22,11-07-23,United Kingdom,28,Tablet,192,highly_interested
2129,Premium,05-08-22,09-07-23,Australia,29,Laptop,190,highly_interested
2130,Basic,04-08-22,12-07-23,Germany,46,Tablet,193,highly_interested
2131,Premium,28-07-22,09-07-23,France,35,Laptop,190,highly_interested
2132,Basic,24-07-22,11-07-23,Brazil,27,Smart TV,192,highly_interested
2133,Standard,22-07-22,09-07-23,Mexico,38,Laptop,190,highly_interested
2134,Standard,22-07-22,12-07-23,Spain,43,Smart TV,193,highly_interested
2135,Basic,19-07-22,09-07-23,Italy,31,Smartphone,190,highly_interested
2136,Premium,17-07-22,10-07-23,Spain,29,Tablet,191,highly_interested
2137,Basic,16-07-22,09-07-23,Spain,34,Tablet,190,highly_interested
2138,Standard,12-07-22,12-07-23,United States,39,Smartphone,193,highly_interested
2139,Premium,12-07-22,08-07-23,Canada,34,Smartphone,189,highly_interested
2140,Basic,13-07-22,10-07-23,United States,51,Tablet,191,highly_interested
2141,Premium,13-07-22,09-07-23,United States,47,Tablet,190,highly_interested
2142,Basic,13-07-22,11-07-23,Canada,46,Smartphone,192,highly_interested
2143,Standard,14-07-22,08-07-23,United Kingdom,46,Smartphone,189,highly_interested
2144,Standard,15-07-22,10-07-23,Australia,47,Smartphone,191,highly_interested
2145,Basic,16-07-22,09-07-23,Germany,40,Smart TV,190,highly_interested
2146,Premium,18-07-22,11-07-23,France,41,Tablet,192,highly_interested
2147,Basic,23-07-22,09-07-23,Brazil,30,Smartphone,190,highly_interested
2148,Standard,25-07-22,11-07-23,Mexico,31,Tablet,192,highly_interested
2149,Premium,30-07-22,09-07-23,Spain,42,Smart TV,190,highly_interested
2150,Basic,06-08-22,11-07-23,Italy,46,Tablet,192,highly_interested
2151,Premium,14-08-22,08-07-23,Spain,34,Smart TV,189,highly_interested
2152,Basic,23-08-22,12-07-23,Spain,42,Laptop,193,highly_interested
2153,Standard,27-08-22,09-07-23,United States,45,Tablet,190,highly_interested
2154,Standard,29-08-22,10-07-23,Canada,30,Smart TV,191,highly_interested
2155,Basic,01-09-22,09-07-23,United States,44,Smartphone,190,highly_interested
2156,Premium,07-09-22,13-07-23,United States,37,Smart TV,194,highly_interested
2157,Basic,13-09-22,10-07-23,Canada,43,Smart TV,191,highly_interested
2158,Standard,14-09-22,10-07-23,United Kingdom,46,Smartphone,191,highly_interested
2159,Premium,17-09-22,12-07-23,Australia,40,Tablet,193,highly_interested
2160,Basic,23-09-22,12-07-23,Germany,45,Smartphone,193,highly_interested
2161,Premium,27-09-22,09-07-23,France,48,Smartphone,190,highly_interested
2162,Basic,03-10-22,10-07-23,Brazil,43,Tablet,191,highly_interested
2163,Standard,10-10-22,11-07-23,Mexico,48,Smart TV,192,highly_interested
2164,Standard,12-10-22,11-07-23,Spain,32,Smartphone,192,highly_interested
2165,Basic,14-10-22,08-07-23,Italy,38,Laptop,189,highly_interested
2166,Premium,16-10-22,10-07-23,Spain,50,Smartphone,191,highly_interested
2167,Basic,18-10-22,11-07-23,Spain,33,Laptop,192,highly_interested
2168,Standard,20-10-22,10-07-23,United States,27,Smart TV,191,highly_interested
2169,Premium,22-10-22,08-07-23,Canada,47,Tablet,189,highly_interested
2170,Basic,25-10-22,10-07-23,United States,35,Smart TV,191,highly_interested
2171,Basic,26-10-22,11-07-23,United States,41,Tablet,192,highly_interested
2172,Basic,29-10-22,10-07-23,Canada,39,Smart TV,191,highly_interested
2173,Standard,31-10-22,07-07-23,United Kingdom,46,Smartphone,188,highly_interested
2174,Premium,04-11-22,11-07-23,Australia,33,Smartphone,192,highly_interested
2175,Basic,06-11-22,10-07-23,Germany,30,Laptop,191,highly_interested
2176,Basic,07-11-22,10-07-23,France,46,Tablet,191,highly_interested
2177,Premium,08-11-22,09-07-23,Brazil,42,Tablet,190,highly_interested
2178,Standard,09-11-22,11-07-23,Mexico,28,Tablet,192,highly_interested
2179,Standard,10-11-22,10-07-23,Spain,40,Smart TV,191,highly_interested
2180,Basic,10-11-22,10-07-23,Italy,31,Smart TV,191,highly_interested
2181,Premium,10-11-22,09-07-23,Spain,27,Laptop,190,highly_interested
2182,Standard,09-11-22,10-07-23,Spain,45,Tablet,191,highly_interested
2183,Basic,09-11-22,10-07-23,United States,49,Smart TV,191,highly_interested
2184,Standard,06-11-22,11-07-23,Canada,28,Tablet,192,highly_interested
2185,Premium,03-11-22,08-07-23,United States,33,Smart TV,189,highly_interested
2186,Basic,27-10-22,11-07-23,United States,38,Smart TV,192,highly_interested
2187,Premium,28-10-22,10-07-23,Canada,44,Tablet,191,highly_interested
2188,Standard,18-10-22,10-07-23,United Kingdom,34,Laptop,191,highly_interested
2189,Basic,04-10-22,09-07-23,Australia,35,Laptop,190,highly_interested
2190,Standard,29-09-22,10-07-23,Germany,47,Tablet,191,highly_interested
2191,Premium,29-09-22,10-07-23,France,30,Smartphone,191,highly_interested
2192,Basic,23-09-22,10-07-23,Brazil,50,Smart TV,191,highly_interested
2193,Standard,17-09-22,09-07-23,Mexico,32,Laptop,190,highly_interested
2194,Premium,12-09-22,12-07-23,Spain,36,Smart TV,193,highly_interested
2195,Basic,16-08-22,10-07-23,Italy,40,Smart TV,191,highly_interested
2196,Premium,16-08-22,09-07-23,Spain,39,Smartphone,190,highly_interested
2197,Basic,13-08-22,10-07-23,Spain,28,Smartphone,191,highly_interested
2198,Standard,12-08-22,11-07-23,United States,29,Smart TV,192,highly_interested
2199,Standard,13-08-22,09-07-23,Canada,49,Tablet,190,highly_interested
2200,Basic,30-07-22,12-07-23,United States,40,Laptop,193,highly_interested
2201,Premium,25-07-22,10-07-23,United States,29,Laptop,191,highly_interested
2202,Basic,25-07-22,11-07-23,Canada,35,Tablet,192,highly_interested
2203,Standard,26-07-22,10-07-23,United Kingdom,44,Smartphone,191,highly_interested
2204,Premium,25-07-22,13-07-23,Australia,39,Smart TV,194,highly_interested
2205,Basic,23-07-22,09-07-23,Germany,27,Smart TV,190,highly_interested
2206,Premium,18-07-22,11-07-23,France,31,Smart TV,192,highly_interested
2207,Basic,13-07-22,10-07-23,Brazil,39,Laptop,191,highly_interested
2208,Standard,13-07-22,12-07-23,Mexico,44,Laptop,193,highly_interested
2209,Standard,13-07-22,09-07-23,Spain,48,Tablet,190,highly_interested
2210,Basic,13-07-22,11-07-23,Italy,27,Smartphone,192,highly_interested
2211,Premium,13-07-22,09-07-23,Spain,27,Laptop,190,highly_interested
2212,Basic,14-07-22,11-07-23,Spain,41,Smart TV,192,highly_interested
2213,Standard,15-07-22,09-07-23,United States,44,Tablet,190,highly_interested
2214,Premium,16-07-22,12-07-23,Canada,29,Tablet,193,highly_interested
2215,Basic,18-07-22,09-07-23,United States,42,Smartphone,190,highly_interested
2216,Premium,21-07-22,11-07-23,United States,45,Smart TV,192,highly_interested
2217,Basic,24-07-22,09-07-23,Canada,39,Tablet,190,highly_interested
2218,Standard,29-07-22,12-07-23,United Kingdom,41,Tablet,193,highly_interested
2219,Standard,06-08-22,10-07-23,Australia,41,Laptop,191,highly_interested
2220,Basic,11-08-22,11-07-23,Germany,41,Smartphone,192,highly_interested
2221,Premium,16-08-22,09-07-23,France,47,Smart TV,190,highly_interested
2222,Basic,21-08-22,13-07-23,Brazil,49,Smartphone,194,highly_interested
2223,Standard,22-08-22,10-07-23,Mexico,29,Laptop,191,highly_interested
2224,Premium,24-08-22,10-07-23,Spain,33,Tablet,191,highly_interested
2225,Basic,02-09-22,12-07-23,Italy,45,Smart TV,193,highly_interested
2226,Premium,06-09-22,13-07-23,Spain,41,Laptop,194,highly_interested
2227,Basic,11-09-22,10-07-23,Spain,31,Laptop,191,highly_interested
2228,Standard,16-09-22,10-07-23,United States,51,Tablet,191,highly_interested
2229,Standard,22-09-22,12-07-23,Canada,43,Smartphone,193,highly_interested
2230,Basic,26-09-22,12-07-23,United States,33,Laptop,193,highly_interested
2231,Premium,02-10-22,09-07-23,United States,47,Smartphone,190,highly_interested
2232,Basic,04-10-22,10-07-23,Canada,40,Laptop,191,highly_interested
2233,Standard,09-10-22,12-07-23,United Kingdom,34,Smartphone,193,highly_interested
2234,Premium,11-10-22,11-07-23,Australia,40,Tablet,192,highly_interested
2235,Basic,15-10-22,09-07-23,Germany,38,Laptop,190,highly_interested
2236,Premium,16-10-22,10-07-23,France,47,Smart TV,191,highly_interested
2237,Basic,18-10-22,11-07-23,Brazil,29,Smart TV,192,highly_interested
2238,Standard,21-10-22,10-07-23,Mexico,49,Smartphone,191,highly_interested
2239,Standard,22-10-22,08-07-23,Spain,40,Smart TV,189,highly_interested
2240,Basic,25-10-22,11-07-23,Italy,51,Laptop,192,highly_interested
2241,Premium,29-10-22,11-07-23,Spain,51,Tablet,192,highly_interested
